Gender,Program,SchoolType,Reason,Unknown,Period,Val
總計,4+X進修,總計,因工作需求,-,10200,6.000
總計,4+X進修,總計,因懷孕,-,10200,1.000
總計,4+X進修,總計,其他原因,-,10200,11.000
總計,4+X進修,公立,總計,-,10200,21.000
總計,4+X進修,公立,因傷病,-,10200,1.000
總計,4+X進修,公立,因經濟困難,-,10200,1.000
總計,4+X進修,總計,總計,-,10200,21.000
總計,4+X進修,總計,因傷病,-,10200,1.000
總計,4+X進修,總計,因經濟困難,-,10200,1.000
總計,4+X進修,總計,因學業志趣,-,10200,1.000
女,二專進修,私立,因傷病,-,10200,19.000
女,二專進修,私立,因經濟困難,-,10200,17.000
女,二專進修,私立,因學業志趣,-,10200,20.000
女,二專進修,私立,因工作需求,-,10200,83.000
女,二專進修,私立,因懷孕,-,10200,3.000
女,二專進修,私立,因育嬰,-,10200,4.000
女,二專進修,公立,因學業志趣,-,10200,6.000
女,二專進修,公立,因工作需求,-,10200,22.000
女,二專進修,公立,因懷孕,-,10200,1.000
女,二專進修,公立,因育嬰,-,10200,2.000
女,二專進修,公立,其他原因,-,10200,22.000
女,二專進修,私立,總計,-,10200,290.000
女,二專進修,總計,因懷孕,-,10200,4.000
女,二專進修,總計,因育嬰,-,10200,6.000
女,二專進修,總計,其他原因,-,10200,166.000
女,二專進修,公立,總計,-,10200,66.000
女,二專進修,公立,因傷病,-,10200,5.000
女,二專進修,公立,因經濟困難,-,10200,8.000
女,二專進修,總計,總計,-,10200,356.000
女,二專進修,總計,因傷病,-,10200,24.000
女,二專進修,總計,因經濟困難,-,10200,25.000
女,二專進修,總計,因學業志趣,-,10200,26.000
女,二專進修,總計,因工作需求,-,10200,105.000
女,二專進修,私立,其他原因,-,10200,144.000
男,五專,總計,總計,-,10200,1483.000
男,五專,總計,因傷病,-,10200,47.000
男,五專,總計,因經濟困難,-,10200,49.000
男,五專,總計,因學業志趣,-,10200,524.000
男,五專,總計,因工作需求,-,10200,114.000
男,五專,總計,因育嬰,-,10200,1.000
男,五專,總計,其他原因,-,10200,748.000
男,五專,公立,總計,-,10200,74.000
男,五專,公立,因傷病,-,10200,4.000
男,五專,公立,因經濟困難,-,10200,2.000
男,五專,公立,因學業志趣,-,10200,29.000
男,五專,公立,因工作需求,-,10200,5.000
男,五專,公立,其他原因,-,10200,34.000
男,五專,私立,總計,-,10200,1409.000
男,五專,私立,因傷病,-,10200,43.000
男,五專,私立,因經濟困難,-,10200,47.000
男,五專,私立,因學業志趣,-,10200,495.000
男,五專,私立,因工作需求,-,10200,109.000
男,五專,私立,因育嬰,-,10200,1.000
男,五專,私立,其他原因,-,10200,714.000
總計,碩士日間,總計,因工作需求,-,10200,4851.000
總計,碩士日間,總計,因懷孕,-,10200,225.000
總計,碩士日間,總計,因育嬰,-,10200,599.000
總計,碩士日間,總計,其他原因,-,10200,9459.000
總計,碩士日間,公立,總計,-,10200,11724.000
總計,碩士日間,公立,因傷病,-,10200,349.000
總計,碩士日間,公立,因經濟困難,-,10200,737.000
總計,碩士日間,公立,因學業志趣,-,10200,1304.000
總計,碩士日間,公立,因工作需求,-,10200,3203.000
總計,碩士日間,公立,因懷孕,-,10200,143.000
總計,碩士日間,公立,因育嬰,-,10200,420.000
總計,碩士日間,公立,其他原因,-,10200,5568.000
總計,碩士日間,私立,總計,-,10200,6954.000
總計,碩士日間,私立,因傷病,-,10200,289.000
總計,碩士日間,私立,因經濟困難,-,10200,403.000
總計,碩士日間,私立,因學業志趣,-,10200,462.000
總計,碩士日間,私立,因工作需求,-,10200,1648.000
總計,碩士日間,私立,因懷孕,-,10200,82.000
總計,碩士日間,私立,因育嬰,-,10200,179.000
總計,碩士日間,私立,其他原因,-,10200,3891.000
男,總計,總計,總計,-,10200,57575.000
男,總計,總計,因傷病,-,10200,1958.000
男,總計,總計,因經濟困難,-,10200,3265.000
男,總計,總計,因學業志趣,-,10200,8168.000
男,總計,總計,因工作需求,-,10200,12092.000
男,總計,總計,因育嬰,-,10200,875.000
男,總計,總計,其他原因,-,10200,31217.000
男,總計,公立,總計,-,10200,19326.000
男,總計,公立,因傷病,-,10200,707.000
男,總計,公立,因經濟困難,-,10200,1066.000
男,總計,公立,因學業志趣,-,10200,2808.000
男,總計,公立,因工作需求,-,10200,4958.000
男,總計,公立,因育嬰,-,10200,718.000
男,總計,公立,其他原因,-,10200,9069.000
男,總計,私立,總計,-,10200,38249.000
男,總計,私立,因傷病,-,10200,1251.000
男,總計,私立,因經濟困難,-,10200,2199.000
男,總計,私立,因學業志趣,-,10200,5360.000
男,總計,私立,因工作需求,-,10200,7134.000
男,總計,私立,因育嬰,-,10200,157.000
男,總計,私立,其他原因,-,10200,22148.000
女,總計,總計,總計,-,10200,40287.000
女,總計,總計,因傷病,-,10200,2298.000
女,總計,總計,因經濟困難,-,10200,3272.000
女,總計,總計,因學業志趣,-,10200,6291.000
女,總計,總計,因工作需求,-,10200,9729.000
女,總計,總計,因懷孕,-,10200,1047.000
女,總計,總計,因育嬰,-,10200,1925.000
女,總計,總計,其他原因,-,10200,15725.000
女,總計,公立,總計,-,10200,14663.000
女,總計,公立,因傷病,-,10200,707.000
女,總計,公立,因經濟困難,-,10200,714.000
女,總計,公立,因學業志趣,-,10200,1951.000
女,總計,公立,因工作需求,-,10200,3932.000
女,總計,公立,因懷孕,-,10200,464.000
女,總計,公立,因育嬰,-,10200,1254.000
女,總計,公立,其他原因,-,10200,5641.000
女,總計,私立,總計,-,10200,25624.000
女,總計,私立,因傷病,-,10200,1591.000
女,總計,私立,因經濟困難,-,10200,2558.000
女,總計,私立,因學業志趣,-,10200,4340.000
女,總計,私立,因工作需求,-,10200,5797.000
女,總計,私立,因懷孕,-,10200,583.000
女,總計,私立,因育嬰,-,10200,671.000
女,總計,私立,其他原因,-,10200,10084.000
女,學士班,總計,總計,-,10200,21784.000
女,學士班,總計,因傷病,-,10200,1409.000
女,學士班,總計,因經濟困難,-,10200,2441.000
女,學士班,總計,因學業志趣,-,10200,4350.000
女,學士班,總計,因工作需求,-,10200,4458.000
女,學士班,總計,因懷孕,-,10200,431.000
女,學士班,總計,因育嬰,-,10200,340.000
女,學士班,總計,其他原因,-,10200,8355.000
女,學士班,公立,總計,-,10200,3689.000
女,學士班,公立,因傷病,-,10200,269.000
女,學士班,公立,因經濟困難,-,10200,250.000
女,學士班,公立,因學業志趣,-,10200,986.000
女,學士班,公立,因工作需求,-,10200,495.000
女,學士班,公立,因懷孕,-,10200,60.000
女,學士班,公立,因育嬰,-,10200,73.000
女,學士班,公立,其他原因,-,10200,1556.000
女,學士班,私立,總計,-,10200,18095.000
女,學士班,私立,因傷病,-,10200,1140.000
女,學士班,私立,因經濟困難,-,10200,2191.000
女,學士班,私立,因學業志趣,-,10200,3364.000
女,學士班,私立,因工作需求,-,10200,3963.000
女,學士班,私立,因懷孕,-,10200,371.000
女,學士班,私立,因育嬰,-,10200,267.000
女,學士班,私立,其他原因,-,10200,6799.000
總計,碩士日間,總計,總計,-,10200,18678.000
總計,碩士日間,總計,因傷病,-,10200,638.000
總計,碩士日間,總計,因經濟困難,-,10200,1140.000
總計,碩士日間,總計,因學業志趣,-,10200,1766.000
總計,二專進修,公立,因懷孕,-,10200,1.000
總計,二專進修,公立,因育嬰,-,10200,2.000
總計,二專進修,公立,其他原因,-,10200,38.000
總計,二專進修,私立,總計,-,10200,825.000
總計,二專進修,私立,因傷病,-,10200,39.000
總計,二專進修,私立,因經濟困難,-,10200,38.000
總計,二專進修,總計,其他原因,-,10200,519.000
總計,二專進修,公立,總計,-,10200,94.000
總計,二專進修,公立,因傷病,-,10200,7.000
總計,二專進修,公立,因經濟困難,-,10200,9.000
總計,二專進修,公立,因學業志趣,-,10200,7.000
總計,二專進修,公立,因工作需求,-,10200,30.000
總計,二專進修,總計,因傷病,-,10200,46.000
總計,二專進修,總計,因經濟困難,-,10200,47.000
總計,二專進修,總計,因學業志趣,-,10200,46.000
總計,二專進修,總計,因工作需求,-,10200,251.000
總計,二專進修,總計,因懷孕,-,10200,4.000
總計,二專進修,總計,因育嬰,-,10200,6.000
女,五專,總計,總計,-,10200,1824.000
女,五專,總計,因傷病,-,10200,152.000
女,五專,總計,因經濟困難,-,10200,127.000
女,五專,總計,因學業志趣,-,10200,771.000
女,五專,總計,因工作需求,-,10200,103.000
女,五專,總計,因懷孕,-,10200,25.000
女,五專,總計,因育嬰,-,10200,15.000
女,五專,總計,其他原因,-,10200,631.000
女,五專,公立,總計,-,10200,130.000
女,五專,公立,因傷病,-,10200,9.000
女,五專,公立,因經濟困難,-,10200,8.000
女,五專,公立,因學業志趣,-,10200,60.000
女,五專,公立,因工作需求,-,10200,9.000
女,五專,公立,因懷孕,-,10200,1.000
女,五專,公立,因育嬰,-,10200,1.000
女,五專,公立,其他原因,-,10200,42.000
女,五專,私立,總計,-,10200,1694.000
女,五專,私立,因傷病,-,10200,143.000
女,五專,私立,因經濟困難,-,10200,119.000
女,五專,私立,因學業志趣,-,10200,711.000
女,五專,私立,因工作需求,-,10200,94.000
女,五專,私立,因懷孕,-,10200,24.000
女,五專,私立,因育嬰,-,10200,14.000
女,五專,私立,其他原因,-,10200,589.000
男,碩士日間,總計,總計,-,10200,9611.000
男,碩士日間,總計,因傷病,-,10200,286.000
男,碩士日間,總計,因經濟困難,-,10200,606.000
男,碩士日間,總計,因學業志趣,-,10200,964.000
男,碩士日間,總計,因工作需求,-,10200,2129.000
男,碩士日間,總計,因育嬰,-,10200,90.000
男,碩士日間,總計,其他原因,-,10200,5536.000
男,碩士日間,公立,總計,-,10200,5674.000
男,碩士日間,公立,因傷病,-,10200,165.000
男,碩士日間,公立,因經濟困難,-,10200,390.000
男,碩士日間,公立,因學業志趣,-,10200,667.000
男,碩士日間,公立,因工作需求,-,10200,1292.000
男,碩士日間,公立,因育嬰,-,10200,64.000
男,碩士日間,公立,其他原因,-,10200,3096.000
男,碩士日間,私立,總計,-,10200,3937.000
男,碩士日間,私立,因傷病,-,10200,121.000
男,碩士日間,私立,因經濟困難,-,10200,216.000
男,碩士日間,私立,因學業志趣,-,10200,297.000
男,碩士日間,私立,因工作需求,-,10200,837.000
男,碩士日間,私立,因育嬰,-,10200,26.000
男,碩士日間,私立,其他原因,-,10200,2440.000
總計,總計,總計,總計,-,10200,97862.000
總計,總計,總計,因傷病,-,10200,4256.000
總計,總計,總計,因經濟困難,-,10200,6537.000
總計,總計,總計,因學業志趣,-,10200,14459.000
總計,總計,總計,因工作需求,-,10200,21821.000
總計,總計,總計,因懷孕,-,10200,1047.000
總計,總計,總計,因育嬰,-,10200,2800.000
總計,總計,總計,其他原因,-,10200,46942.000
總計,總計,公立,總計,-,10200,33989.000
總計,總計,公立,因傷病,-,10200,1414.000
總計,總計,公立,因經濟困難,-,10200,1780.000
總計,總計,公立,因學業志趣,-,10200,4759.000
總計,總計,公立,因工作需求,-,10200,8890.000
總計,總計,公立,因懷孕,-,10200,464.000
總計,總計,公立,因育嬰,-,10200,1972.000
總計,總計,公立,其他原因,-,10200,14710.000
總計,總計,私立,總計,-,10200,63873.000
總計,總計,私立,因傷病,-,10200,2842.000
總計,總計,私立,因經濟困難,-,10200,4757.000
總計,總計,私立,因學業志趣,-,10200,9700.000
總計,總計,私立,因工作需求,-,10200,12931.000
總計,總計,私立,因懷孕,-,10200,583.000
總計,總計,私立,因育嬰,-,10200,828.000
總計,總計,私立,其他原因,-,10200,32232.000
總計,學士班,總計,總計,-,10200,57018.000
總計,學士班,總計,因傷病,-,10200,2705.000
總計,學士班,總計,因經濟困難,-,10200,4676.000
總計,學士班,總計,因學業志趣,-,10200,10430.000
總計,學士班,總計,因工作需求,-,10200,9670.000
總計,學士班,總計,因懷孕,-,10200,431.000
總計,學士班,總計,因育嬰,-,10200,369.000
總計,學士班,總計,其他原因,-,10200,28737.000
總計,學士班,公立,總計,-,10200,9920.000
總計,學士班,公立,因傷病,-,10200,571.000
總計,學士班,公立,因經濟困難,-,10200,655.000
總計,學士班,公立,因學業志趣,-,10200,2630.000
總計,學士班,公立,因工作需求,-,10200,1230.000
總計,學士班,公立,因懷孕,-,10200,60.000
總計,學士班,公立,因育嬰,-,10200,85.000
總計,學士班,公立,其他原因,-,10200,4689.000
總計,學士班,私立,總計,-,10200,47098.000
總計,學士班,私立,因傷病,-,10200,2134.000
總計,學士班,私立,因經濟困難,-,10200,4021.000
總計,學士班,私立,因學業志趣,-,10200,7800.000
總計,學士班,私立,因工作需求,-,10200,8440.000
總計,學士班,私立,因懷孕,-,10200,371.000
總計,學士班,私立,因育嬰,-,10200,284.000
總計,學士班,私立,其他原因,-,10200,24048.000
總計,五專,總計,總計,-,10200,3307.000
總計,五專,總計,因傷病,-,10200,199.000
總計,五專,總計,因經濟困難,-,10200,176.000
總計,五專,總計,因學業志趣,-,10200,1295.000
總計,五專,總計,因工作需求,-,10200,217.000
總計,五專,總計,因懷孕,-,10200,25.000
總計,五專,總計,因育嬰,-,10200,16.000
總計,五專,總計,其他原因,-,10200,1379.000
總計,五專,公立,總計,-,10200,204.000
總計,五專,公立,因傷病,-,10200,13.000
總計,五專,公立,因經濟困難,-,10200,10.000
總計,五專,公立,因學業志趣,-,10200,89.000
總計,五專,公立,因工作需求,-,10200,14.000
總計,五專,公立,因懷孕,-,10200,1.000
總計,五專,公立,因育嬰,-,10200,1.000
總計,五專,公立,其他原因,-,10200,76.000
總計,五專,私立,總計,-,10200,3103.000
總計,五專,私立,因傷病,-,10200,186.000
總計,五專,私立,因經濟困難,-,10200,166.000
總計,五專,私立,因學業志趣,-,10200,1206.000
總計,五專,私立,因工作需求,-,10200,203.000
總計,五專,私立,因懷孕,-,10200,24.000
總計,五專,私立,因育嬰,-,10200,15.000
總計,五專,私立,其他原因,-,10200,1303.000
男,學士班,總計,總計,-,10200,35234.000
男,學士班,總計,因傷病,-,10200,1296.000
男,學士班,總計,因經濟困難,-,10200,2235.000
男,學士班,總計,因學業志趣,-,10200,6080.000
男,學士班,總計,因工作需求,-,10200,5212.000
男,學士班,總計,因育嬰,-,10200,29.000
男,學士班,總計,其他原因,-,10200,20382.000
男,學士班,公立,總計,-,10200,6231.000
男,學士班,公立,因傷病,-,10200,302.000
男,學士班,公立,因經濟困難,-,10200,405.000
男,學士班,公立,因學業志趣,-,10200,1644.000
男,學士班,公立,因工作需求,-,10200,735.000
男,學士班,公立,因育嬰,-,10200,12.000
男,學士班,公立,其他原因,-,10200,3133.000
男,學士班,私立,總計,-,10200,29003.000
男,學士班,私立,因傷病,-,10200,994.000
男,學士班,私立,因經濟困難,-,10200,1830.000
男,學士班,私立,因學業志趣,-,10200,4436.000
男,學士班,私立,因工作需求,-,10200,4477.000
男,學士班,私立,因育嬰,-,10200,17.000
男,學士班,私立,其他原因,-,10200,17249.000
總計,二專日間,總計,總計,-,10200,445.000
總計,二專日間,總計,因傷病,-,10200,11.000
總計,二專日間,總計,因經濟困難,-,10200,31.000
總計,二專日間,總計,因學業志趣,-,10200,86.000
總計,二專日間,總計,因工作需求,-,10200,23.000
總計,二專日間,總計,其他原因,-,10200,294.000
總計,二專日間,公立,總計,-,10200,70.000
總計,二專日間,公立,因傷病,-,10200,8.000
總計,二專日間,公立,因經濟困難,-,10200,10.000
總計,二專日間,公立,因學業志趣,-,10200,13.000
總計,二專日間,公立,因工作需求,-,10200,7.000
總計,二專日間,公立,其他原因,-,10200,32.000
總計,二專日間,私立,總計,-,10200,375.000
總計,二專日間,私立,因傷病,-,10200,3.000
總計,二專日間,私立,因經濟困難,-,10200,21.000
總計,二專日間,私立,因學業志趣,-,10200,73.000
總計,二專日間,私立,因工作需求,-,10200,16.000
總計,二專日間,私立,其他原因,-,10200,262.000
女,碩士日間,總計,總計,-,10200,9067.000
女,碩士日間,總計,因傷病,-,10200,352.000
女,碩士日間,總計,因經濟困難,-,10200,534.000
女,碩士日間,總計,因學業志趣,-,10200,802.000
女,碩士日間,總計,因工作需求,-,10200,2722.000
女,碩士日間,總計,因懷孕,-,10200,225.000
女,碩士日間,總計,因育嬰,-,10200,509.000
女,碩士日間,總計,其他原因,-,10200,3923.000
女,碩士日間,公立,總計,-,10200,6050.000
女,碩士日間,公立,因傷病,-,10200,184.000
女,碩士日間,公立,因經濟困難,-,10200,347.000
女,碩士日間,公立,因學業志趣,-,10200,637.000
女,碩士日間,公立,因工作需求,-,10200,1911.000
女,碩士日間,公立,因懷孕,-,10200,143.000
女,碩士日間,公立,因育嬰,-,10200,356.000
女,碩士日間,公立,其他原因,-,10200,2472.000
女,碩士日間,私立,總計,-,10200,3017.000
女,碩士日間,私立,因傷病,-,10200,168.000
女,碩士日間,私立,因經濟困難,-,10200,187.000
女,碩士日間,私立,因學業志趣,-,10200,165.000
女,碩士日間,私立,因工作需求,-,10200,811.000
女,碩士日間,私立,因懷孕,-,10200,82.000
女,碩士日間,私立,因育嬰,-,10200,153.000
女,碩士日間,私立,其他原因,-,10200,1451.000
總計,二專進修,總計,總計,-,10200,919.000
總計,二專進修,私立,因學業志趣,-,10200,39.000
總計,二專進修,私立,因工作需求,-,10200,221.000
總計,二專進修,私立,因懷孕,-,10200,3.000
總計,二專進修,私立,因育嬰,-,10200,4.000
總計,二專進修,私立,其他原因,-,10200,481.000
男,二專日間,總計,總計,-,10200,304.000
男,二專日間,總計,因傷病,-,10200,1.000
男,二專日間,總計,因經濟困難,-,10200,18.000
男,二專日間,總計,因學業志趣,-,10200,50.000
男,二專日間,總計,因工作需求,-,10200,12.000
男,二專日間,總計,其他原因,-,10200,223.000
男,二專日間,公立,總計,-,10200,36.000
男,二專日間,公立,因傷病,-,10200,1.000
男,二專日間,公立,因經濟困難,-,10200,5.000
男,二專日間,公立,因學業志趣,-,10200,7.000
男,二專日間,公立,其他原因,-,10200,23.000
男,二專日間,私立,總計,-,10200,268.000
男,二專日間,私立,因經濟困難,-,10200,13.000
男,二專日間,私立,因學業志趣,-,10200,43.000
男,二專日間,私立,因工作需求,-,10200,12.000
男,二專日間,私立,其他原因,-,10200,200.000
男,碩士在職,總計,總計,-,10200,5504.000
男,碩士在職,總計,因傷病,-,10200,130.000
男,碩士在職,總計,因經濟困難,-,10200,144.000
男,碩士在職,總計,因學業志趣,-,10200,215.000
男,碩士在職,總計,因工作需求,-,10200,3189.000
男,碩士在職,總計,因育嬰,-,10200,346.000
男,碩士在職,總計,其他原因,-,10200,1480.000
男,碩士在職,公立,總計,-,10200,3281.000
男,碩士在職,公立,因傷病,-,10200,85.000
男,碩士在職,公立,因經濟困難,-,10200,95.000
男,碩士在職,公立,因學業志趣,-,10200,184.000
男,碩士在職,公立,因工作需求,-,10200,1891.000
男,碩士在職,公立,因育嬰,-,10200,266.000
男,碩士在職,公立,其他原因,-,10200,760.000
男,碩士在職,私立,總計,-,10200,2223.000
男,碩士在職,私立,因傷病,-,10200,45.000
男,碩士在職,私立,因經濟困難,-,10200,49.000
男,碩士在職,私立,因學業志趣,-,10200,31.000
男,碩士在職,私立,因工作需求,-,10200,1298.000
男,碩士在職,私立,因育嬰,-,10200,80.000
男,碩士在職,私立,其他原因,-,10200,720.000
總計,碩士在職,總計,總計,-,10200,10170.000
總計,碩士在職,總計,因傷病,-,10200,348.000
總計,碩士在職,總計,因經濟困難,-,10200,208.000
總計,碩士在職,總計,因學業志趣,-,10200,385.000
總計,碩士在職,總計,因工作需求,-,10200,4948.000
總計,碩士在職,總計,因懷孕,-,10200,253.000
總計,碩士在職,總計,因育嬰,-,10200,1020.000
總計,碩士在職,總計,其他原因,-,10200,3008.000
總計,碩士在職,公立,總計,-,10200,6055.000
總計,碩士在職,公立,因傷病,-,10200,214.000
總計,碩士在職,公立,因經濟困難,-,10200,135.000
總計,碩士在職,公立,因學業志趣,-,10200,324.000
總計,碩士在職,公立,因工作需求,-,10200,2937.000
總計,碩士在職,公立,因懷孕,-,10200,168.000
總計,碩士在職,公立,因育嬰,-,10200,756.000
總計,碩士在職,公立,其他原因,-,10200,1521.000
總計,碩士在職,私立,總計,-,10200,4115.000
總計,碩士在職,私立,因傷病,-,10200,134.000
總計,碩士在職,私立,因經濟困難,-,10200,73.000
總計,碩士在職,私立,因學業志趣,-,10200,61.000
總計,碩士在職,私立,因工作需求,-,10200,2011.000
總計,碩士在職,私立,因懷孕,-,10200,85.000
總計,碩士在職,私立,因育嬰,-,10200,264.000
總計,碩士在職,私立,其他原因,-,10200,1487.000
女,二專日間,總計,總計,-,10200,141.000
女,二專日間,總計,因傷病,-,10200,10.000
女,二專日間,總計,因經濟困難,-,10200,13.000
女,二專日間,總計,因學業志趣,-,10200,36.000
男,博士班,總計,總計,-,10200,4876.000
男,博士班,總計,因傷病,-,10200,176.000
男,博士班,總計,因經濟困難,-,10200,191.000
男,博士班,總計,因學業志趣,-,10200,315.000
男,博士班,總計,因工作需求,-,10200,1290.000
男,博士班,總計,因育嬰,-,10200,409.000
男,博士班,總計,其他原因,-,10200,2495.000
男,博士班,公立,總計,-,10200,4002.000
男,博士班,公立,因傷病,-,10200,148.000
男,博士班,公立,因經濟困難,-,10200,168.000
男,博士班,公立,因學業志趣,-,10200,276.000
男,博士班,公立,因工作需求,-,10200,1027.000
男,博士班,公立,因育嬰,-,10200,376.000
男,博士班,公立,其他原因,-,10200,2007.000
男,博士班,私立,總計,-,10200,874.000
男,博士班,私立,因傷病,-,10200,28.000
男,博士班,私立,因經濟困難,-,10200,23.000
男,博士班,私立,因學業志趣,-,10200,39.000
男,博士班,私立,因工作需求,-,10200,263.000
男,博士班,私立,因育嬰,-,10200,33.000
男,博士班,私立,其他原因,-,10200,488.000
女,二專日間,總計,因工作需求,-,10200,11.000
女,二專日間,總計,其他原因,-,10200,71.000
女,二專日間,公立,總計,-,10200,34.000
女,二專日間,公立,因傷病,-,10200,7.000
女,二專日間,公立,因經濟困難,-,10200,5.000
女,二專日間,公立,因學業志趣,-,10200,6.000
女,二專日間,公立,因工作需求,-,10200,7.000
女,二專日間,公立,其他原因,-,10200,9.000
女,二專日間,私立,總計,-,10200,107.000
女,二專日間,私立,因傷病,-,10200,3.000
女,二專日間,私立,因經濟困難,-,10200,8.000
女,二專日間,私立,因學業志趣,-,10200,30.000
女,二專日間,私立,因工作需求,-,10200,4.000
女,二專日間,私立,其他原因,-,10200,62.000
總計,博士班,總計,總計,-,10200,7325.000
總計,博士班,總計,因傷病,-,10200,309.000
總計,博士班,總計,因經濟困難,-,10200,259.000
總計,博士班,總計,因學業志趣,-,10200,451.000
總計,博士班,總計,因工作需求,-,10200,1861.000
總計,博士班,總計,因懷孕,-,10200,109.000
總計,博士班,總計,因育嬰,-,10200,790.000
總計,博士班,總計,其他原因,-,10200,3546.000
總計,博士班,公立,總計,-,10200,5922.000
總計,博士班,公立,因傷病,-,10200,252.000
總計,博士班,公立,因經濟困難,-,10200,224.000
總計,博士班,公立,因學業志趣,-,10200,392.000
總計,博士班,公立,因工作需求,-,10200,1469.000
總計,博士班,公立,因懷孕,-,10200,91.000
總計,博士班,公立,因育嬰,-,10200,708.000
總計,博士班,公立,其他原因,-,10200,2786.000
總計,博士班,私立,總計,-,10200,1403.000
總計,博士班,私立,因傷病,-,10200,57.000
總計,博士班,私立,因經濟困難,-,10200,35.000
總計,博士班,私立,因學業志趣,-,10200,59.000
總計,博士班,私立,因工作需求,-,10200,392.000
總計,博士班,私立,因懷孕,-,10200,18.000
總計,博士班,私立,因育嬰,-,10200,82.000
總計,博士班,私立,其他原因,-,10200,760.000
女,碩士在職,總計,總計,-,10200,4666.000
女,碩士在職,總計,因傷病,-,10200,218.000
女,碩士在職,總計,因經濟困難,-,10200,64.000
女,碩士在職,總計,因學業志趣,-,10200,170.000
女,碩士在職,總計,因工作需求,-,10200,1759.000
女,碩士在職,總計,因懷孕,-,10200,253.000
女,碩士在職,總計,因育嬰,-,10200,674.000
女,碩士在職,總計,其他原因,-,10200,1528.000
女,碩士在職,公立,總計,-,10200,2774.000
女,碩士在職,公立,因傷病,-,10200,129.000
女,碩士在職,公立,因經濟困難,-,10200,40.000
女,碩士在職,公立,因學業志趣,-,10200,140.000
女,碩士在職,公立,因工作需求,-,10200,1046.000
女,碩士在職,公立,因懷孕,-,10200,168.000
女,碩士在職,公立,因育嬰,-,10200,490.000
女,碩士在職,公立,其他原因,-,10200,761.000
女,碩士在職,私立,總計,-,10200,1892.000
女,碩士在職,私立,因傷病,-,10200,89.000
女,碩士在職,私立,因經濟困難,-,10200,24.000
女,碩士在職,私立,因學業志趣,-,10200,30.000
女,碩士在職,私立,因工作需求,-,10200,713.000
女,碩士在職,私立,因懷孕,-,10200,85.000
女,碩士在職,私立,因育嬰,-,10200,184.000
女,碩士在職,私立,其他原因,-,10200,767.000
女,博士班,總計,總計,-,10200,2449.000
女,博士班,總計,因傷病,-,10200,133.000
女,博士班,總計,因經濟困難,-,10200,68.000
女,博士班,總計,因學業志趣,-,10200,136.000
女,博士班,總計,因工作需求,-,10200,571.000
女,博士班,總計,因懷孕,-,10200,109.000
女,博士班,總計,因育嬰,-,10200,381.000
女,博士班,總計,其他原因,-,10200,1051.000
女,博士班,公立,總計,-,10200,1920.000
女,博士班,公立,因傷病,-,10200,104.000
女,博士班,公立,因經濟困難,-,10200,56.000
女,博士班,公立,因學業志趣,-,10200,116.000
女,博士班,公立,因工作需求,-,10200,442.000
女,博士班,公立,因懷孕,-,10200,91.000
女,博士班,公立,因育嬰,-,10200,332.000
女,博士班,公立,其他原因,-,10200,779.000
女,博士班,私立,總計,-,10200,529.000
女,博士班,私立,因傷病,-,10200,29.000
女,博士班,私立,因經濟困難,-,10200,12.000
女,博士班,私立,因學業志趣,-,10200,20.000
女,博士班,私立,因工作需求,-,10200,129.000
女,博士班,私立,因懷孕,-,10200,18.000
女,博士班,私立,因育嬰,-,10200,49.000
女,博士班,私立,其他原因,-,10200,272.000
女,博士班,總計,總計,-,10300,2549.000
女,碩士在職,總計,總計,-,10300,4804.000
女,碩士在職,總計,因傷病,-,10300,252.000
女,碩士在職,總計,因經濟困難,-,10300,75.000
女,碩士在職,總計,因學業志趣,-,10300,168.000
女,碩士在職,總計,因工作需求,-,10300,1751.000
女,碩士在職,總計,因懷孕,-,10300,273.000
女,碩士在職,總計,因育嬰,-,10300,743.000
女,碩士在職,總計,其他原因,-,10300,1542.000
女,碩士在職,公立,總計,-,10300,2977.000
女,碩士在職,公立,因傷病,-,10300,150.000
女,碩士在職,公立,因經濟困難,-,10300,39.000
女,碩士在職,公立,因學業志趣,-,10300,133.000
女,碩士在職,公立,因工作需求,-,10300,1119.000
女,碩士在職,公立,因懷孕,-,10300,184.000
女,碩士在職,公立,因育嬰,-,10300,547.000
女,碩士在職,公立,其他原因,-,10300,805.000
女,碩士在職,私立,總計,-,10300,1827.000
女,碩士在職,私立,因傷病,-,10300,102.000
女,碩士在職,私立,因經濟困難,-,10300,36.000
女,碩士在職,私立,因學業志趣,-,10300,35.000
女,碩士在職,私立,因工作需求,-,10300,632.000
女,碩士在職,私立,因懷孕,-,10300,89.000
女,碩士在職,私立,因育嬰,-,10300,196.000
女,碩士在職,私立,其他原因,-,10300,737.000
總計,博士班,總計,總計,-,10300,7425.000
總計,博士班,總計,因傷病,-,10300,272.000
總計,博士班,總計,因經濟困難,-,10300,258.000
總計,博士班,總計,因學業志趣,-,10300,424.000
總計,博士班,總計,因工作需求,-,10300,1885.000
總計,博士班,總計,因懷孕,-,10300,121.000
總計,博士班,總計,因育嬰,-,10300,878.000
總計,博士班,總計,其他原因,-,10300,3587.000
總計,博士班,公立,總計,-,10300,5873.000
總計,博士班,公立,因傷病,-,10300,217.000
總計,博士班,公立,因經濟困難,-,10300,216.000
總計,博士班,公立,因學業志趣,-,10300,365.000
總計,博士班,公立,因工作需求,-,10300,1467.000
總計,博士班,公立,因懷孕,-,10300,98.000
